time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
2.663,0.0,0,0.0,0,0,0,0
2.675,0.0,0,0.0,0,0,2.666,0
2.693,0.0,0,0.0,0,0,2.7656409160614013,0
2.705,2.46,0,0.0,0,52,2.883513205168058,65
2.719,11.25,0,0.0,0,122,2.876183822744398,54
2.731,23.55,0,0.0,0,172,2.8349844966828215,51
2.743,36.38,0,0.0,0,210,2.8638253110490126,45
2.753,55.37,0,0.0,0,253,2.8636435492829557,39
2.768,75.41,0,0.0,0,285,2.850144594310658,36
2.78,97.55,0,0.0,0,315,2.832533496555301,32
2.788,120.58,0,0.0,0,337,2.878796477294664,29
2.801,148.88,0,0.0,0,363,2.848082851221732,25
2.816,176.13,0,0.0,0,385,2.7575313594311814,24
2.828,191.25,0,0.0,0,394,2.9200534855981584,21
2.841,232.55,0,0.0,0,417,2.847977792690341,16
2.85,263.32,0,0.0,0,432,2.8502095129047653,19
2.859,293.55,0,0.0,0,444,2.7875474837122085,15
2.868,316.75,0,0.0,0,454,2.8162988746968085,14
2.876,342.59,0,0.0,0,462,2.800470315692092,14
2.886,368.43,0,0.0,0,471,2.7863855563708233,12
2.895,391.64,0,0.0,0,476,2.7997501104548683,11
2.902,417.83,0,0.0,0,482,2.79984293976784,11
2.914,442.44,0,0.0,0,489,2.846033242551453,11
2.919,478.65,0,0.0,0,497,2.7703795907658124,10
2.923,499.74,0,0.0,0,503,2.728605799420624,11
2.931,512.4,0,0.0,0,505,2.725538713904795,9
2.942,526.28,0,0.0,0,510,2.8109220041845764,8
2.949,555.99,0,0.0,0,515,2.8279844920043566,8
2.958,590.62,0,0.0,0,518,2.771946074811025,9
2.963,611.89,0,0.0,0,525,2.800465338311722,9
2.968,639.14,0,0.0,0,529,2.727282958224158,8
2.977,653.02,0,0.0,0,531,2.72507715096028,8
2.991,666.38,0,0.0,0,530,2.8260714685572497,7
3.0,701.54,0,0.0,0,536,2.8728337950593734,7
3.009,746.01,0,0.0,0,540,2.8179544035970228,7
3.013,777.83,0,0.0,0,547,2.7573053919420607,8
3.017,799.27,0,0.0,0,548,2.725450261237069,7
3.029,812.28,0,0.0,0,551,2.724442958736889,5
3.035,825.8199999999999,0,0.0,0,553,2.8548894936589337,5
3.044,869.76,0,0.0,0,560,2.792523386919117,5
3.054,896.83,0,0.0,0,561,2.7412637885669793,7
3.058,915.11,0,0.0,0,562,2.828947422749453,5
3.062,952.03,0,0.0,0,566,2.7247308018413694,4
3.066,964.51,0,0.0,0,569,2.71321442931006,6
3.08,977.3399999999999,0,0.0,0,569,2.8101701198688684,4
3.088,1011.26,0,0.0,0,571,2.7984587998148966,4
3.1,1040.44,0,0.0,0,572,2.7856014726343563,5
3.109,1068.22,0,0.0,0,576,2.8595183338425536,5
3.12,1115.5,0,0.0,0,576,2.816807333413017,4
3.132,1150.13,0,0.0,0,582,2.8170637053441894,6
3.141,1183.53,0,0.0,0,584,2.8311961840710236,5
3.148,1223.26,0,0.0,0,586,2.801568377621197,5
3.156,1254.9,0,0.0,0,592,2.7861233149136755,4
3.165,1282.85,0,0.0,0,591,2.7705540780562274,4
3.178,1307.98,0,0.0,0,591,2.8138053420906823,3
3.187,1342.79,0,0.0,0,595,2.8747598306938524,3
3.193,1393.94,0,0.0,0,600,2.786977040321119,4
3.197,1420.31,0,0.0,0,600,2.7415374571217686,5
3.201,1439.12,0,0.0,0,601,2.72531726734521,3
3.208,1453.18,0,0.0,0,602,2.723957251569047,1
3.224,1467.77,0,0.0,0,601,2.8113052296410475,1
3.232,1506.97,0,0.0,0,601,2.8726992681660555,1
3.241,1554.6,0,0.0,0,603,2.787573724532681,3
3.246,1584.66,0,0.0,0,604,2.8013098473108045,4
3.25,1615.78,0,0.0,0,604,2.7256061919419596,2
3.262,1631.42,0,0.0,0,606,2.7249347607858247,2
3.272,1646.01,0,0.0,0,608,2.8548461182327527,0
3.281,1695.93,0,0.0,0,608,2.800038250984229,0
3.288,1726.69,0,0.0,0,608,2.8318986013820613,3
3.292,1768.0,0,0.0,0,612,2.724107213711969,3
3.296,1781.3600000000001,0,0.0,0,610,2.7314569134018085,3
3.303,1796.66,0,0.0,0,610,2.7226377337493433,0
3.312,1811.6,0,0.0,0,611,2.7794009601468788,0
3.322,1839.37,0,0.0,0,608,2.8126842116901747,0
3.333,1876.46,0,0.0,0,608,2.8151275020606215,1
3.341,1912.85,0,0.0,0,610,2.84599970827727,3
3.345,1958.9,0,0.0,0,612,2.741514929791922,3
3.355,1976.48,0,0.0,0,613,2.725776273097117,3
3.365,1991.07,0,0.0,0,612,2.8699212815752553,0
3.375,2040.82,0,0.0,0,611,2.7852261278697585,0
3.383,2071.93,0,0.0,0,614,2.7866437820276113,3
