time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
2.312,0.0,0,0.0,0,0,0,0
2.319,0.0,0,0.0,0,0,5,0
2.323,0.0,0,0.0,0,0,5,0
2.327,1.23,0,0.0,0,0,5,125
2.332,3.33,0,0.0,0,79,5,119
2.336,6.15,0,0.0,0,126,5,117
2.34,9.84,0,0.0,0,167,5,111
2.344,14.23,0,0.0,0,186,5,108
2.348,19.33,0,0.0,0,227,5,104
2.356,25.13,0,0.0,0,254,5,100
2.363,34.62,0,0.0,0,295,5,95
2.373,46.93,0,0.0,0,329,5,91
2.382,67.85,0,0.0,0,395,5,83
2.395,92.1,0,0.0,0,449,5,77
2.401,126.73,0,0.0,0,504,5,69
2.409,160.83,0,0.0,0,557,5,64
2.419,177.18,0,0.0,0,574,5,62
2.43,211.81,0,0.0,0,618,5,56
2.439,243.98,0,0.0,0,647,5,53
2.447,289.51,0,0.0,0,687,5,47
2.459,324.14,0,0.0,0,713,5,44
2.469,377.05,0,0.0,0,746,5,39
2.481,414.31,0,0.0,0,769,5,38
2.488,475.13,0,0.0,0,801,5,33
2.496,515.74,0,0.0,0,819,5,31
2.504,557.75,0,0.0,0,837,5,29
2.512,596.0699999999999,0,0.0,0,851,5,28
2.521,632.63,0,0.0,0,863,5,26
2.529,676.4,0,0.0,0,877,5,24
2.536,725.8,0,0.0,0,891,5,23
2.545,777.83,0,0.0,0,906,5,23
2.553,805.42,0,0.0,0,913,5,22
2.562,854.12,0,0.0,0,927,5,20
2.573,907.2,0,0.0,0,939,5,19
2.577,968.9,0,0.0,0,952,5,19
2.581,1006.52,0,0.0,0,960,5,18
2.585,1031.3,0,0.0,0,965,5,18
2.589,1054.51,0,0.0,0,972,5,18
2.599,1079.6399999999999,0,0.0,0,974,5,18
2.609,1105.83,0,0.0,0,981,5,17
2.622,1176.85,0,0.0,0,994,5,18
2.633,1237.32,0,0.0,0,1004,5,15
2.641,1314.31,0,0.0,0,1018,5,15
2.652,1375.13,0,0.0,0,1025,5,14
2.661,1432.08,0,0.0,0,1033,5,13
2.672,1491.67,0,0.0,0,1041,5,13
2.681,1565.15,0,0.0,0,1052,5,11
2.689,1632.48,0,0.0,0,1057,5,10
2.697,1670.8,0,0.0,0,1063,5,11
2.705,1726.34,0,0.0,0,1068,5,10
2.712,1778.55,0,0.0,0,1074,5,9
2.716,1829.88,0,0.0,0,1078,5,9
2.72,1866.97,0,0.0,0,1082,5,10
2.724,1892.98,0,0.0,0,1084,5,9
2.728,1920.58,0,0.0,0,1085,5,8
2.738,1946.95,0,0.0,0,1086,5,8
2.747,1971.91,0,0.0,0,1088,5,8
2.753,2050.83,0,0.0,0,1096,5,8
2.762,2107.61,0,0.0,0,1099,5,6
2.774,2155.42,0,0.0,0,1099,5,6
2.785,2211.32,0,0.0,0,1102,5,7
2.794,2292.01,0,0.0,0,1110,5,5
2.808,2353.35,0,0.0,0,1111,5,5
2.816,2418.39,0,0.0,0,1112,5,6
2.827,2514.55,0,0.0,0,1116,5,4
2.837,2566.75,0,0.0,0,1117,5,5
2.844,2634.43,0,0.0,0,1120,5,4
2.853,2699.47,0,0.0,0,1120,5,3
2.867,2750.62,0,0.0,0,1124,5,5
2.878,2835.7,0,0.0,0,1126,5,3
2.888,2911.81,0,0.0,0,1127,5,3
2.898,2971.58,0,0.0,0,1128,5,4
2.905,3055.25,0,0.0,0,1129,5,2
2.909,3103.94,0,0.0,0,1134,5,4
2.913,3151.4,0,0.0,0,1134,5,4
2.917,3180.76,0,0.0,0,1131,5,2
2.925,3206.6,0,0.0,0,1133,5,2
2.933,3235.6,0,0.0,0,1133,5,2
2.944,3299.41,0,0.0,0,1133,5,3
2.951,3355.13,0,0.0,0,1135,5,2
2.96,3422.81,0,0.0,0,1139,5,2
2.969,3477.3,0,0.0,0,1138,5,3
2.977,3536.36,0,0.0,0,1138,5,2
2.983,3601.58,0,0.0,0,1138,5,2
2.991,3661.17,0,0.0,0,1139,5,3
2.995,3702.65,0,0.0,0,1138,5,2
2.999,3739.92,0,0.0,0,1141,5,2
3.003,3766.99,0,0.0,0,1141,5,1
3.007,3795.11,0,0.0,0,1143,5,2
3.011,3826.05,0,0.0,0,1144,5,2
3.021,3852.42,0,0.0,0,1143,5,3
3.029,3879.14,0,0.0,0,1142,5,2
3.039,3959.4700000000003,0,0.0,0,1141,5,1
3.046,4003.24,0,0.0,0,1142,5,2
3.056,4078.47,0,0.0,0,1142,5,1
3.062,4121.36,0,0.0,0,1144,5,2
3.071,4188.69,0,0.0,0,1145,5,2
3.077,4237.73,0,0.0,0,1138,5,2
3.085,4299.43,0,0.0,0,1145,5,1
3.09,4340.74,0,0.0,0,1144,5,2
3.093,4387.5,0,0.0,0,1142,5,2
3.098,4418.26,0,0.0,0,1145,5,2
3.102,4444.27,0,0.0,0,1145,5,1
3.106,4472.05,0,0.0,0,1146,5,1
3.117,4502.81,0,0.0,0,1147,5,1
3.129,4527.77,0,0.0,0,1144,5,2
3.136,4632.01,0,0.0,0,1146,5,1
3.146,4698.8,0,0.0,0,1144,5,1
3.157,4757.87,0,0.0,0,1144,5,2
3.162,4829.58,0,0.0,0,1148,5,1
3.167,4895.68,0,0.0,0,1148,5,2
3.171,4920.99,0,0.0,0,1146,5,2
3.175,4948.94,0,0.0,0,1145,5,2
3.179,4977.94,0,0.0,0,1146,5,1
3.183,5004.31,0,0.0,0,1144,5,1
3.187,5031.73,0,0.0,0,1146,5,1
3.191,5060.74,0,0.0,0,1146,5,1
3.195,5090.97,0,0.0,0,1145,5,2
3.2,5118.39,0,0.0,0,1147,5,3
3.216,5149.33,0,0.0,0,1147,5,1
3.225,5177.63,0,0.0,0,1146,5,2
3.234,5306.48,0,0.0,0,1145,5,2
3.242,5362.91,0,0.0,0,1148,5,1
3.252,5417.4,0,0.0,0,1145,5,1
3.266,5476.28,0,0.0,0,1146,5,2
3.274,5556.26,0,0.0,0,1147,5,1
3.282,5656.11,0,0.0,0,1147,5,2
3.288,5694.78,0,0.0,0,1147,5,1
3.295,5742.59,0,0.0,0,1146,5,1
3.305,5794.8,0,0.0,0,1146,5,1
3.311,5834.88,0,0.0,0,1147,5,2
3.32,5902.91,0,0.0,0,1148,5,1
3.327,5952.48,0,0.0,0,1146,5,1
3.335,6013.3,0,0.0,0,1148,5,2
3.343,6055.13,0,0.0,0,1147,5,1
3.347,6109.8,0,0.0,0,1145,5,1
3.351,6157.79,0,0.0,0,1147,5,2
3.356,6186.26,0,0.0,0,1147,5,2
3.363,6218.08,0,0.0,0,1148,5,2
3.37,6246.38,0,0.0,0,1146,5,1
3.377,6296.48,0,0.0,0,1148,5,1
3.385,6352.91,0,0.0,0,1146,5,2
3.393,6404.06,0,0.0,0,1146,5,1
3.402,6469.45,0,0.0,0,1149,5,1
3.411,6513.39,0,0.0,0,1147,5,1
3.419,6584.41,0,0.0,0,1146,5,1
3.428,6641.71,0,0.0,0,1148,5,1
3.437,6696.56,0,0.0,0,1146,5,1
3.441,6765.11,0,0.0,0,1147,5,1
3.446,6811.52,0,0.0,0,1148,5,1
3.45,6838.06,0,0.0,0,1145,5,1
3.459,6866.36,0,0.0,0,1146,5,1
3.469,6894.66,0,0.0,0,1146,5,2
3.48,6974.47,0,0.0,0,1150,5,1
3.487,7043.73,0,0.0,0,1147,5,1
3.496,7114.57,0,0.0,0,1148,5,2
3.505,7159.92,0,0.0,0,1146,5,1
3.516,7227.07,0,0.0,0,1147,5,1
3.524,7282.08,0,0.0,0,1146,5,2
3.531,7362.24,0,0.0,0,1147,5,1
3.536,7419.72,0,0.0,0,1152,5,2
3.54,7457.16,0,0.0,0,1147,5,2
3.544,7486.87,0,0.0,0,1148,5,1
3.551,7514.12,0,0.0,0,1148,5,1
3.557,7541.36,0,0.0,0,1148,5,1
3.566,7591.81,0,0.0,0,1146,5,2
3.573,7641.56,0,0.0,0,1150,5,2
3.585,7695.35,0,0.0,0,1147,5,1
3.595,7761.97,0,0.0,0,1148,5,1
3.601,7840.54,0,0.0,0,1151,5,2
3.611,7910.68,0,0.0,0,1146,5,0
3.617,7961.3,0,0.0,0,1146,5,2
3.621,8012.81,0,0.0,0,1149,5,2
3.629,8048.32,0,0.0,0,1145,5,1
3.635,8078.37,0,0.0,0,1148,5,1
3.643,8138.14,0,0.0,0,1153,5,2
3.651,8186.3,0,0.0,0,1146,5,2
3.66,8235.0,0,0.0,0,1145,5,1
3.666,8308.65,0,0.0,0,1147,5,1
3.67,8355.23,0,0.0,0,1148,5,2
3.68,8388.45,0,0.0,0,1150,5,1
3.69,8427.3,0,0.0,0,1151,5,1
3.7,8495.15,0,0.0,0,1146,5,1
3.708,8570.21,0,0.0,0,1148,5,0
3.715,8646.67,0,0.0,0,1149,5,0
3.719,8677.61,0,0.0,0,1148,5,1
3.724,8725.6,0,0.0,0,1150,5,2
3.727,8756.54,0,0.0,0,1147,5,1
3.732,8782.2,0,0.0,0,1148,5,1
3.739,8810.85,0,0.0,0,1148,5,0
3.746,8838.63,0,0.0,0,1147,5,1
3.755,8893.47,0,0.0,0,1146,5,2
3.763,8947.96,0,0.0,0,1149,5,1
3.771,8998.41,0,0.0,0,1148,5,1
3.779,9063.98,0,0.0,0,1147,5,2
3.789,9106.52,0,0.0,0,1147,5,1
3.795,9167.51,0,0.0,0,1149,5,1
3.803,9240.29,0,0.0,0,1147,5,2
3.81,9291.26,0,0.0,0,1149,5,1
3.814,9340.13,0,0.0,0,1146,5,1
3.818,9375.29,0,0.0,0,1149,5,1
3.822,9402.89,0,0.0,0,1147,5,2
3.831,9433.3,0,0.0,0,1150,5,2
3.84,9460.01,0,0.0,0,1149,5,2
3.849,9532.08,0,0.0,0,1148,5,1
3.86,9587.63,0,0.0,0,1147,5,2
3.871,9668.49,0,0.0,0,1146,5,1
3.877,9727.91,0,0.0,0,1148,5,0
3.888,9799.62,0,0.0,0,1148,5,2
3.899,9843.75,0,0.0,0,1148,5,1
3.908,9939.19,0,0.0,0,1147,5,2
3.912,10003.88,0,0.0,0,1147,5,1
3.916,10051.69,0,0.0,0,1148,5,1
3.924,10080.7,0,0.0,0,1147,5,0
3.929,10107.59,0,0.0,0,1147,5,1
3.937,10170.17,0,0.0,0,1148,5,2
3.949,10209.72,0,0.0,0,1151,5,1
3.962,10266.67,0,0.0,0,1149,5,1
3.97,10361.25,0,0.0,0,1148,5,2
3.979,10428.04,0,0.0,0,1144,5,1
3.988,10493.08,0,0.0,0,1148,5,2
3.994,10559.7,0,0.0,0,1147,5,1
3.998,10621.93,0,0.0,0,1151,5,1
4.002,10645.13,0,0.0,0,1148,5,1
4.007,10673.08,0,0.0,0,1150,5,2
4.011,10703.84,0,0.0,0,1148,5,2
4.018,10730.03,0,0.0,0,1148,5,1
4.027,10757.63,0,0.0,0,1146,5,1
4.044,10829.88,0,0.0,0,1148,5,1
4.051,10936.58,0,0.0,0,1150,5,1
4.056,10993.35,0,0.0,0,1149,5,0
4.06,11043.1,0,0.0,0,1148,5,2
4.067,11068.06,0,0.0,0,1148,5,2
4.073,11096.71,0,0.0,0,1148,5,1
4.08,11150.33,0,0.0,0,1146,5,1
4.085,11188.82,0,0.0,0,1148,5,1
4.093,11240.33,0,0.0,0,1145,5,2
4.103,11289.72,0,0.0,0,1152,5,1
4.11,11333.84,0,0.0,0,1151,5,1
4.119,11408.02,0,0.0,0,1150,5,2
4.127,11447.57,0,0.0,0,1147,5,1
4.133,11524.57,0,0.0,0,1148,5,0
4.138,11570.44,0,0.0,0,1149,5,2
4.141,11604.9,0,0.0,0,1148,5,2
4.145,11633.9,0,0.0,0,1149,5,1
4.149,11660.8,0,0.0,0,1149,5,1
4.154,11687.87,0,0.0,0,1149,5,1
4.163,11716.69,0,0.0,0,1148,5,0
4.173,11759.41,0,0.0,0,1149,5,2
4.18,11817.59,0,0.0,0,1148,5,1
4.189,11880.52,0,0.0,0,1147,5,1
4.199,11940.29,0,0.0,0,1150,5,2
4.208,12005.85,0,0.0,0,1148,5,1
4.216,12062.28,0,0.0,0,1151,5,0
4.225,12132.07,0,0.0,0,1149,5,2
4.232,12179.35,0,0.0,0,1147,5,1
4.24,12252.48,0,0.0,0,1145,5,1
4.253,12296.07,0,0.0,0,1148,5,3
4.26,12351.44,0,0.0,0,1149,5,1
4.268,12438.63,0,0.0,0,1148,5,1
4.272,12504.19,0,0.0,0,1145,5,2
4.276,12538.65,0,0.0,0,1146,5,1
4.281,12568.88,0,0.0,0,1145,5,1
4.285,12591.03,0,0.0,0,1146,5,1
4.289,12624.25,0,0.0,0,1147,5,1
4.293,12652.03,0,0.0,0,1148,5,2
4.3,12677.16,0,0.0,0,1149,5,2
4.308,12704.58,0,0.0,0,1146,5,1
4.317,12764.17,0,0.0,0,1146,5,1
4.328,12825.35,0,0.0,0,1146,5,2
4.339,12904.8,0,0.0,0,1148,5,1
4.348,12970.54,0,0.0,0,1145,5,1
4.354,13041.38,0,0.0,0,1150,5,2
4.363,13094.82,0,0.0,0,1148,5,1
4.371,13150.72,0,0.0,0,1148,5,0
4.375,13205.03,0,0.0,0,1146,5,2
4.379,13241.42,0,0.0,0,1145,5,1
4.383,13268.49,0,0.0,0,1146,5,1
4.387,13298.37,0,0.0,0,1146,5,1
4.397,13326.5,0,0.0,0,1146,5,1
4.407,13357.96,0,0.0,0,1148,5,2
4.415,13433.37,0,0.0,0,1148,5,1
4.427,13495.07,0,0.0,0,1146,5,0
4.439,13578.57,0,0.0,0,1148,5,2
4.452,13642.55,0,0.0,0,1147,5,1
4.462,13758.04,0,0.0,0,1147,5,2
4.471,13818.51,0,0.0,0,1151,5,1
4.479,13890.23,0,0.0,0,1149,5,1
4.487,13941.21,0,0.0,0,1147,5,2
4.494,13990.6,0,0.0,0,1147,5,1
4.498,14054.94,0,0.0,0,1145,5,1
4.503,14090.27,0,0.0,0,1150,5,2
4.506,14119.45,0,0.0,0,1148,5,2
4.511,14148.8,0,0.0,0,1148,5,1
4.515,14174.64,0,0.0,0,1148,5,1
4.519,14203.47,0,0.0,0,1150,5,1
4.523,14234.41,0,0.0,0,1148,5,0
4.531,14261.13,0,0.0,0,1147,5,2
4.546,14291.36,0,0.0,0,1146,5,2
4.558,14372.4,0,0.0,0,1149,5,1
4.565,14464.16,0,0.0,0,1147,5,2
4.572,14537.98,0,0.0,0,1151,5,1
4.583,14586.67,0,0.0,0,1149,5,0
4.589,14649.96,0,0.0,0,1149,5,2
4.592,14710.42,0,0.0,0,1147,5,1
4.596,14738.37,0,0.0,0,1149,5,1
4.601,14765.8,0,0.0,0,1148,5,0
4.605,14793.57,0,0.0,0,1148,5,2
4.609,14823.63,0,0.0,0,1148,5,2
4.613,14853.16,0,0.0,0,1147,5,2
4.617,14880.05,0,0.0,0,1152,5,1
4.627,14907.12,0,0.0,0,1148,5,1
4.637,14936.48,0,0.0,0,1149,5,1
4.645,15018.22,0,0.0,0,1149,5,2
4.651,15073.59,0,0.0,0,1148,5,1
4.658,15135.29,0,0.0,0,1150,5,0
4.667,15190.13,0,0.0,0,1146,5,2
4.675,15224.58,0,0.0,0,1147,5,1
4.683,15282.94,0,0.0,0,1150,5,1
4.699,15336.91,0,0.0,0,1147,5,2
4.708,15449.41,0,0.0,0,1149,5,1
4.715,15506.89,0,0.0,0,1147,5,1
4.72,15565.6,0,0.0,0,1151,5,2
4.731,15613.94,0,0.0,0,1150,5,1
4.742,15668.26,0,0.0,0,1149,5,0
4.751,15743.67,0,0.0,0,1149,5,2
4.761,15811.52,0,0.0,0,1149,5,1
4.771,15878.84,0,0.0,0,1147,5,2
4.779,15950.39,0,0.0,0,1149,5,1
4.785,16011.73,0,0.0,0,1150,5,1
4.793,16055.68,0,0.0,0,1152,5,1
4.803,16116.85,0,0.0,0,1149,5,2
4.812,16159.57,0,0.0,0,1146,5,1
4.818,16236.91,0,0.0,0,1148,5,1
4.826,16283.49,0,0.0,0,1152,5,2
4.833,16344.31,0,0.0,0,1150,5,1
4.838,16385.62,0,0.0,0,1145,5,0
4.842,16431.5,0,0.0,0,1149,5,2
